,step,loss,loss_dpo,loss_llh
54,55.0,1.2235694,0.6417353,0.5818341
55,56.0,1.27372,0.6872261,0.58649385
56,57.0,1.1548185,0.579857,0.5749616
57,58.0,1.0030397,0.5155342,0.4875055
58,59.0,1.0739478,0.62686795,0.44707987
59,60.0,1.0803783,0.5225287,0.55784965
60,61.0,1.1697285,0.58945346,0.580275
61,62.0,0.93192804,0.48637462,0.44555345
62,63.0,1.1188959,0.5918272,0.5270687
63,64.0,1.0774647,0.5442218,0.5332429
64,65.0,1.1572919,0.55748826,0.5998036
65,66.0,1.2849096,0.73710585,0.54780376
66,67.0,1.1632469,0.65631264,0.5069343
67,68.0,1.2385308,0.6892993,0.54923147
68,69.0,1.3204359,0.79792994,0.52250594
69,70.0,0.8959354,0.43603477,0.45990062
70,71.0,1.0465941,0.55360556,0.49298856
71,72.0,0.97635156,0.45501292,0.52133864
72,73.0,1.0087587,0.45905674,0.5497019
73,74.0,1.2901365,0.7579085,0.53222793
74,75.0,1.0839734,0.55835766,0.52561575
75,76.0,1.0914779,0.5701648,0.521313
76,77.0,1.6214895,1.0234613,0.5980281
77,78.0,1.3985066,0.8220818,0.5764248
78,79.0,0.76130724,0.3843348,0.3769724
79,80.0,1.3439698,0.80016774,0.5438021
80,81.0,1.0646375,0.5135532,0.55108434
81,82.0,1.028897,0.49035144,0.5385456
82,83.0,1.4184413,0.83707976,0.5813615
83,84.0,1.3343327,0.69031936,0.64401335
84,85.0,0.8783153,0.4096891,0.46862626
85,86.0,1.233424,0.65055543,0.58286846
86,87.0,1.1440883,0.6017592,0.542329
87,88.0,1.0626884,0.54331976,0.5193685
88,89.0,1.3310497,0.71209407,0.6189556
89,90.0,1.1862911,0.63930255,0.54698855
90,91.0,1.1738865,0.5979053,0.5759813
91,92.0,1.1704195,0.6097148,0.56070465
92,93.0,1.0601045,0.5244189,0.5356856
93,94.0,0.94386256,0.43989477,0.5039678
94,95.0,1.1699461,0.5826847,0.5872614
95,96.0,1.3844318,0.7603822,0.6240496
96,97.0,0.9177104,0.43831167,0.47939873
97,98.0,1.2208518,0.64401954,0.57683223
98,99.0,1.0379512,0.5319075,0.50604373
99,100.0,1.2961805,0.7260911,0.5700894
100,101.0,1.3316581,0.76930934,0.5623488
101,102.0,0.9930663,0.4579053,0.535161
102,103.0,0.95507514,0.45575723,0.49931794
103,104.0,1.3361056,0.77783793,0.5582676
104,105.0,0.9836979,0.4815484,0.5021495
105,106.0,1.3831744,0.7968154,0.586359
106,107.0,1.0164441,0.53178334,0.4846607
107,108.0,1.1468654,0.6291648,0.5177006
108,109.0,1.2641573,0.6438851,0.6202722
109,110.0,1.4873667,0.888738,0.59862876
110,111.0,1.1302333,0.60012674,0.5301065
111,112.0,1.1361303,0.5736106,0.5625198
112,113.0,1.0932425,0.542182,0.5510605
113,114.0,1.115969,0.5885336,0.5274353
114,115.0,1.2425034,0.64260143,0.59990203
115,116.0,1.1643949,0.632929,0.5314658
116,117.0,0.97151077,0.43584332,0.5356675
117,118.0,1.0882106,0.5517776,0.53643304
118,119.0,1.114517,0.6027723,0.5117447
119,120.0,1.2127818,0.6277184,0.5850634
120,121.0,1.0780121,0.5363714,0.5416407
121,122.0,1.32043,0.70359945,0.61683065
122,123.0,1.1498351,0.59260213,0.55723304
123,124.0,1.1287959,0.5953237,0.53347224
124,125.0,1.1852334,0.6493208,0.5359126
125,126.0,0.92604434,0.44932416,0.47672018
126,127.0,1.0226417,0.5261145,0.49652717
127,128.0,1.1709529,0.60646373,0.5644892
128,129.0,0.89230597,0.41162562,0.48068038
129,130.0,0.9997654,0.4883105,0.51145494
130,131.0,0.9575333,0.418895,0.5386383
131,132.0,0.95414376,0.47453022,0.4796135
132,133.0,1.2503357,0.682354,0.5679817
133,134.0,1.2400982,0.716794,0.5233042
134,135.0,1.1072927,0.58520776,0.52208495
135,136.0,1.2587979,0.6512549,0.607543
136,137.0,1.0299101,0.5007779,0.5291321
137,138.0,0.72983056,0.27390644,0.45592412
138,139.0,1.2259881,0.68226737,0.5437208
139,140.0,0.8623487,0.43523625,0.4271124
140,141.0,1.2627118,0.69463474,0.56807697
141,142.0,0.65568376,0.2382037,0.41748008
142,143.0,1.1241448,0.5309701,0.59317476
143,144.0,0.9998965,0.53774184,0.46215472
144,145.0,1.0858827,0.5404491,0.5454336
145,146.0,1.0735571,0.59415007,0.47940707
146,147.0,0.86101484,0.49847123,0.3625436
147,148.0,0.98489857,0.54655343,0.4383451
148,149.0,1.2462392,0.87568694,0.37055227
149,150.0,1.303541,0.86974,0.43380094
150,151.0,0.83198667,0.5128883,0.31909832
151,152.0,0.4213544,0.2118677,0.20948671
152,153.0,0.64056885,0.40257382,0.23799503
153,154.0,1.9117374,1.2252685,0.686469
154,155.0,0.7449087,0.53679353,0.20811513
155,156.0,0.95645356,0.611778,0.34467554
156,157.0,0.8063637,0.42299858,0.38336512
157,158.0,1.1903831,0.7494735,0.4409096
158,159.0,1.0547632,0.63729745,0.41746575
159,160.0,0.99050546,0.59372073,0.39678475
160,161.0,1.682622,1.0901805,0.59244144
161,162.0,0.5581845,0.29479685,0.26338765
162,163.0,0.85836005,0.45011306,0.408247
163,164.0,1.2408063,0.6939725,0.5468338
164,165.0,1.3259839,0.8235491,0.5024348
165,166.0,0.9559907,0.44195518,0.51403546
166,167.0,1.6813073,1.0783416,0.6029658
167,168.0,1.0670588,0.5462011,0.5208577
168,169.0,1.4163524,0.76496387,0.6513885
169,170.0,0.98729724,0.4664855,0.52081174
170,171.0,1.0586662,0.50608516,0.552581
171,172.0,0.8662223,0.37654218,0.48968014
172,173.0,1.1642373,0.5761755,0.5880617
173,174.0,1.1534734,0.57914186,0.57433146
174,175.0,1.2858008,0.6960618,0.589739
175,176.0,0.97445434,0.48783377,0.48662058
176,177.0,1.4090096,0.798896,0.61011356
177,178.0,1.4070158,0.81592613,0.59108967
178,179.0,1.0732332,0.51959914,0.5536341
179,180.0,1.0659242,0.5147382,0.551186
180,181.0,1.2783517,0.7270791,0.5512726
181,182.0,1.063006,0.5746073,0.4883987
182,183.0,1.2972518,0.70240015,0.5948517
183,184.0,1.2171097,0.6305246,0.58658504
184,185.0,1.1965256,0.6720102,0.52451533
185,186.0,1.0556617,0.5008783,0.5547834
186,187.0,1.2881403,0.7054782,0.58266205
187,188.0,1.2413661,0.6517365,0.5896296
188,189.0,1.1831355,0.5609669,0.62216854
189,190.0,0.9524889,0.44419813,0.50829077
190,191.0,1.1841526,0.57575744,0.6083952
191,192.0,1.0311352,0.48658124,0.544554
192,193.0,1.0008702,0.45781755,0.5430526
193,194.0,1.4797976,0.8636646,0.616133
194,195.0,1.0755183,0.5526934,0.5228248
195,196.0,1.3281441,0.71681255,0.6113316
196,197.0,1.3405521,0.75485355,0.5856985
197,198.0,1.2956312,0.766407,0.5292242
198,199.0,1.4585919,0.8200777,0.6385142
199,200.0,0.7584851,0.27126673,0.48721835
200,201.0,1.0691717,0.5098677,0.559304
201,202.0,1.2841414,0.7009125,0.58322895
202,203.0,0.92809045,0.4220027,0.5060877
203,204.0,1.1371956,0.6020049,0.53519076
204,205.0,1.1746192,0.61582917,0.55878997
205,206.0,1.3103,0.7189668,0.5913332
206,207.0,1.2885065,0.6999364,0.58857006
207,208.0,0.9406524,0.4371405,0.50351185
208,209.0,0.8395071,0.36624137,0.47326574
209,210.0,1.2145883,0.6656522,0.54893607
210,211.0,1.1269484,0.6122516,0.51469684
211,212.0,0.8305599,0.36100805,0.46955186
212,213.0,1.4042286,0.8338205,0.57040805
213,214.0,1.2095082,0.7309962,0.47851196
214,215.0,1.102183,0.54732394,0.55485904
215,216.0,1.2765992,0.68025535,0.59634376
216,217.0,1.0801208,0.5049735,0.5751474
217,218.0,1.0265362,0.5148049,0.5117314
218,219.0,1.2197889,0.7023694,0.5174195
219,220.0,1.0344079,0.53001076,0.5043971
220,221.0,1.0085846,0.48314795,0.5254367
221,222.0,1.0681021,0.5751625,0.49293962
222,223.0,1.0287715,0.53232175,0.4964498
223,224.0,0.83410585,0.38470414,0.44940168
224,225.0,1.1864142,0.60775757,0.5786566
225,226.0,1.1331335,0.5970985,0.536035
226,227.0,1.1239669,0.5536892,0.5702778
227,228.0,1.0041518,0.4880532,0.5160986
228,229.0,1.3101966,0.80479693,0.50539964
229,230.0,1.3812613,0.841783,0.5394783
230,231.0,1.1558135,0.6542776,0.5015358
231,232.0,0.9513538,0.4537226,0.49763122
232,233.0,1.2571301,0.70401543,0.5531147
233,234.0,1.4924558,0.9015458,0.59091
234,235.0,1.4231322,0.8467763,0.5763558
235,236.0,1.1926745,0.6995985,0.493076
236,237.0,1.2580884,0.6637483,0.5943401
237,238.0,0.815761,0.35787162,0.4578894
238,239.0,1.4409275,0.93325645,0.50767106
239,240.0,1.198226,0.6484199,0.549806
240,241.0,1.0545805,0.5369487,0.5176317
241,242.0,1.0777161,0.5257825,0.55193365
242,243.0,0.93678296,0.4332725,0.5035104
243,244.0,1.338998,0.76401067,0.5749873
244,245.0,1.09502,0.5155916,0.5794284
245,246.0,1.2215636,0.6451554,0.5764082
246,247.0,1.1203494,0.60180205,0.5185473
247,248.0,1.0248916,0.4808847,0.5440069
248,249.0,1.1860621,0.6680527,0.5180094
249,250.0,1.2140555,0.6697507,0.5443048
250,251.0,1.0928091,0.64388645,0.4489226
251,252.0,1.3674922,0.867341,0.5001512
252,253.0,1.1983738,0.6143143,0.5840594
253,254.0,1.218375,0.70574826,0.5126267
254,255.0,1.2140903,0.62598306,0.5881073
255,256.0,1.0803604,0.5973827,0.48297772
256,257.0,1.4311321,0.78008556,0.6510465
257,258.0,1.1427753,0.61523026,0.52754503
258,259.0,1.030927,0.555671,0.47525603
259,260.0,1.1499708,0.5870629,0.56290793
260,261.0,1.270559,0.6339317,0.63662726
261,262.0,1.2792819,0.6610547,0.61822724
262,263.0,1.3075893,0.75185466,0.5557346
263,264.0,1.0244713,0.5115037,0.5129676
264,265.0,1.0251235,0.47768638,0.54743713
265,266.0,1.0159407,0.4907665,0.5251742
266,267.0,1.1904298,0.6329675,0.55746233
267,268.0,1.1194096,0.6048704,0.5145392
268,269.0,1.1354915,0.5659825,0.56950897
269,270.0,0.9295876,0.45631266,0.47327495
270,271.0,1.1398345,0.57432485,0.5655097
271,272.0,0.96414745,0.44489622,0.5192512
272,273.0,1.137564,0.59379894,0.54376495
273,274.0,1.0630305,0.5315947,0.5314357
274,275.0,1.2133555,0.6935935,0.5197621
275,276.0,1.0221565,0.5278986,0.4942579
276,277.0,0.9934015,0.50182486,0.49157664
277,278.0,0.91014993,0.4878787,0.42227125
278,279.0,1.4437926,0.8495693,0.5942232
279,280.0,1.2313724,0.65988636,0.57148594
280,281.0,1.0246881,0.59056705,0.4341211
281,282.0,1.0474992,0.5230922,0.52440697
282,283.0,1.0778593,0.6033229,0.47453633
283,284.0,0.69413936,0.32991108,0.36422825
284,285.0,1.0908678,0.60478973,0.48607802
285,286.0,1.1063707,0.5508621,0.5555086
286,287.0,0.74453264,0.3403225,0.40421015
287,288.0,1.0717924,0.5746649,0.4971275
288,289.0,1.3348334,0.7806201,0.55421335
289,290.0,1.1941816,0.80801886,0.38616273
290,291.0,1.2234926,0.72080153,0.50269103
291,292.0,1.4203275,0.88098735,0.5393402
292,293.0,0.967096,0.43420538,0.53289056
293,294.0,0.7616391,0.39380547,0.36783364
294,295.0,1.2090046,0.64824134,0.56076336
295,296.0,1.0605037,0.7062203,0.35428336
296,297.0,1.1067572,0.59772825,0.509029
297,298.0,1.0190504,0.5151317,0.5039186
298,299.0,1.0350729,0.57589805,0.45917484
299,300.0,1.1751876,0.58371943,0.5914682
300,301.0,0.9800004,0.53435946,0.4456409
301,302.0,1.2257441,0.69442004,0.5313241
302,303.0,1.1547403,0.6215528,0.53318757
303,304.0,1.2216909,0.7189391,0.5027517
304,305.0,0.9906561,0.4857582,0.5048979
305,306.0,1.1111002,0.56457824,0.5465219
306,307.0,1.1301088,0.58833766,0.5417711
307,308.0,1.1161194,0.6359489,0.48017055
308,309.0,0.78107274,0.39098856,0.3900842
309,310.0,1.5832906,0.9162207,0.66706985
310,311.0,0.8419095,0.4162942,0.42561537
311,312.0,1.0503805,0.57913214,0.4712483
312,313.0,0.83925796,0.37796524,0.46129274
313,314.0,0.7762402,0.34339133,0.4328489
314,315.0,1.3364602,0.7665208,0.56993943
315,316.0,1.0109878,0.54081905,0.47016865
316,317.0,1.0948486,0.58096355,0.5138851
317,318.0,1.1776881,0.69474745,0.48294067
318,319.0,1.1766016,0.63592637,0.5406752
319,320.0,1.3210487,0.82134455,0.4997042
320,321.0,1.1384623,0.6346472,0.50381505
321,322.0,1.0500875,0.53085774,0.51922977
322,323.0,1.5447192,0.9078016,0.63691753
323,324.0,1.4808416,0.8951114,0.58573025
324,325.0,1.2478058,0.73654085,0.511265
325,326.0,1.1896431,0.7011161,0.48852706
326,327.0,1.1459682,0.5586106,0.5873576
327,328.0,1.3162351,0.73018914,0.586046
328,329.0,1.0659446,0.5635955,0.5023491
329,330.0,1.3717566,0.76933295,0.6024236
330,331.0,1.3674409,0.7477444,0.6196966
331,332.0,1.0335698,0.5034218,0.530148
332,333.0,1.1931515,0.6282459,0.5649056
333,334.0,1.0359559,0.49309373,0.5428621
334,335.0,1.1710241,0.64184314,0.52918094
335,336.0,1.3851123,0.786311,0.59880126
336,337.0,1.4548297,0.7805417,0.67428803
337,338.0,1.2689812,0.66532576,0.6036555
338,339.0,1.475107,0.8074846,0.6676224
339,340.0,1.2164569,0.609121,0.6073359
340,341.0,0.9718534,0.47513866,0.49671474
341,342.0,1.2486174,0.65956616,0.5890512
342,343.0,0.93618387,0.4453741,0.49080977
343,344.0,1.1395793,0.59097135,0.548608
344,345.0,1.2328262,0.6417731,0.5910532
345,346.0,1.2289081,0.6683493,0.56055874
346,347.0,1.1714454,0.5899431,0.5815023
347,348.0,1.1391108,0.61178684,0.5273239
348,349.0,1.3678939,0.7334084,0.6344855
349,350.0,1.1536142,0.5631738,0.5904404
350,351.0,1.3250824,0.6949813,0.63010114
351,352.0,1.1829256,0.6090755,0.5738501
352,353.0,0.9178792,0.422274,0.49560523
353,354.0,1.0396094,0.503137,0.5364725
354,355.0,1.0968572,0.58139104,0.51546615
355,356.0,1.2532012,0.68549865,0.56770253
356,357.0,0.9371726,0.43886456,0.49830803
357,358.0,1.2877223,0.66118544,0.6265369
358,359.0,0.99529696,0.49763867,0.4976583
359,360.0,1.2426558,0.694506,0.5481498
360,361.0,1.612191,0.9929645,0.6192265
361,362.0,1.1639332,0.6375579,0.52637523
362,363.0,1.2938684,0.6973879,0.59648055
363,364.0,1.3224,0.7162843,0.6061157
364,365.0,1.1366693,0.6084959,0.5281734
365,366.0,0.9520589,0.4584352,0.49362373
366,367.0,1.168162,0.6266908,0.5414712
367,368.0,1.0122528,0.4864762,0.52577657
368,369.0,1.2922385,0.71310693,0.57913154
369,370.0,1.326683,0.75487405,0.571809
370,371.0,1.3062851,0.75679153,0.5494937
371,372.0,0.7767321,0.35132036,0.42541176
372,373.0,1.3660147,0.72457457,0.64144015
373,374.0,1.2156777,0.62296075,0.592717
374,375.0,1.435156,0.87671137,0.5584446
375,376.0,1.2530538,0.6847152,0.5683386
376,377.0,0.9961537,0.4771266,0.5190271
377,378.0,1.2917335,0.72815776,0.5635758
378,379.0,1.0437077,0.5297658,0.51394194
379,380.0,1.0370893,0.532038,0.50505143
380,381.0,1.2246709,0.6120623,0.6126086
381,382.0,1.1342127,0.54767734,0.5865354
382,383.0,1.1261039,0.5976364,0.5284674
383,384.0,0.9648812,0.447014,0.51786715
384,385.0,1.3996258,0.8017947,0.597831
385,386.0,1.0148729,0.51655924,0.49831367
386,387.0,1.1770766,0.5691662,0.6079104
387,388.0,0.8168576,0.34027934,0.4765782
388,389.0,0.97107375,0.40662238,0.5644514
389,390.0,0.86450285,0.43069372,0.43380913
390,391.0,1.0398138,0.557837,0.48197675
391,392.0,1.0256016,0.5337494,0.49185225
392,393.0,0.75655246,0.414439,0.34211347
393,394.0,1.1754321,0.6928176,0.4826145
394,395.0,1.0812104,0.54218644,0.539024
395,396.0,1.1385434,0.59617525,0.5423681
396,397.0,1.1033008,0.7122336,0.39106724
397,398.0,1.0999962,0.57525903,0.5247372
398,399.0,1.0000492,0.70549554,0.29455367
399,400.0,0.96987736,0.58062345,0.38925388
400,401.0,0.7402675,0.4810377,0.25922978
401,402.0,1.1768999,0.72014004,0.4567599
402,403.0,0.8171929,0.47405255,0.3431404
403,404.0,1.105259,0.68110734,0.42415166
404,405.0,0.92131126,0.43459523,0.48671603
405,406.0,1.0537392,0.61369836,0.44004083
406,407.0,1.1006945,0.687664,0.4130306
407,408.0,1.0354694,0.67371124,0.36175817
408,409.0,0.9879025,0.49151722,0.49638534
409,410.0,1.135477,0.6724405,0.4630364
410,411.0,0.72728515,0.35421422,0.37307093
411,412.0,1.0674618,0.5531077,0.51435417
412,413.0,1.0410675,0.6249502,0.41611734
413,414.0,0.6751064,0.36205745,0.31304893
414,415.0,1.3333097,0.82140213,0.5119075
415,416.0,0.7532793,0.42775106,0.32552823
416,417.0,1.3753296,0.93340164,0.44192797
417,418.0,1.1090825,0.5593234,0.5497591
418,419.0,1.4810199,0.9961958,0.48482403
419,420.0,0.80277765,0.3574294,0.44534823
420,421.0,1.8583126,1.2224793,0.6358332
421,422.0,0.68715215,0.31710956,0.37004262
422,423.0,1.3265502,0.7689802,0.5575701
423,424.0,1.4317403,0.87066585,0.56107444
424,425.0,1.2536821,0.67153865,0.5821434
425,426.0,1.2438478,0.70379305,0.54005486
426,427.0,1.080378,0.51656914,0.563809
427,428.0,1.3491912,0.7388646,0.6103265
428,429.0,1.2541152,0.7213955,0.53271973
429,430.0,1.0457106,0.49673942,0.5489712
430,431.0,1.017071,0.5049913,0.51207966
431,432.0,1.0185013,0.5155441,0.50295717
432,433.0,1.3587053,0.7273472,0.6313581
433,434.0,1.412787,0.8242671,0.58851993
434,435.0,1.2374997,0.6685671,0.5689326
435,436.0,1.2658993,0.6919119,0.5739874
436,437.0,1.1630715,0.5844676,0.5786039
437,438.0,1.0611546,0.5083177,0.55283695
438,439.0,1.2189233,0.68029326,0.53863007
439,440.0,1.2070396,0.609209,0.5978306
440,441.0,1.2210417,0.6577963,0.5632454
441,442.0,1.3898909,0.75645214,0.63343877
442,443.0,1.1141787,0.56647563,0.54770297
443,444.0,1.3071467,0.6966372,0.61050946
444,445.0,1.093076,0.5247461,0.5683298
445,446.0,1.1810133,0.61613536,0.56487805
446,447.0,1.2638364,0.6615737,0.6022627
447,448.0,0.9471177,0.48497483,0.46214285
448,449.0,1.1594738,0.5784412,0.5810326
449,450.0,1.1431,0.57918066,0.5639193
450,451.0,0.87963605,0.38438192,0.49525413
451,452.0,0.99918675,0.48823723,0.51094955
452,453.0,1.126159,0.5505045,0.57565445
453,454.0,1.3638352,0.8604745,0.5033607
454,455.0,1.4426625,0.8545682,0.58809435
455,456.0,0.94820374,0.45699582,0.49120793
456,457.0,0.7098212,0.3674166,0.34240466
457,458.0,1.157361,0.5752453,0.58211577
458,459.0,1.0929435,0.52604026,0.5669033
459,460.0,0.93126404,0.4224094,0.5088546
460,461.0,1.1687062,0.5964326,0.5722736
461,462.0,0.7592497,0.31302896,0.44622073
462,463.0,1.2101827,0.6852124,0.52497023
463,464.0,1.3403965,0.75091785,0.5894787
464,465.0,0.9323374,0.5121297,0.42020765
465,466.0,0.9181781,0.5930497,0.32512835
466,467.0,1.047602,0.5702956,0.47730651
467,468.0,1.2035326,0.66092366,0.5426089
468,469.0,1.384676,0.7780421,0.6066339
469,470.0,0.8901522,0.46667567,0.42347655
470,471.0,1.305728,0.69476175,0.61096627
471,472.0,1.3153158,0.84223413,0.47308168
472,473.0,1.2820479,0.68862957,0.5934183
473,474.0,1.2860161,0.7071757,0.57884043
474,475.0,1.0564358,0.53246695,0.5239689
475,476.0,1.4574425,0.8196244,0.63781816
476,477.0,1.1022952,0.5517039,0.5505913
477,478.0,0.81168354,0.33561525,0.47606832
478,479.0,1.1331618,0.67248756,0.4606742
479,480.0,1.0577333,0.5615749,0.49615845
480,481.0,1.0799345,0.5761671,0.5037674
481,482.0,1.1212873,0.5305446,0.5907428
482,483.0,0.58527285,0.31725144,0.2680214
483,484.0,0.8969451,0.43629944,0.46064565
484,485.0,0.83348703,0.36134028,0.47214675
485,486.0,0.9998663,0.5040942,0.49577212
486,487.0,0.8595016,0.41191682,0.44758478
487,488.0,1.4062912,0.8813229,0.5249683
488,489.0,0.8390008,0.45362797,0.38537282
489,490.0,1.0468379,0.51882225,0.5280157
490,491.0,0.93005276,0.4872911,0.44276166
491,492.0,1.0251795,0.5498659,0.47531363
492,493.0,1.2552357,0.8460369,0.40919882
493,494.0,0.9655887,0.49563465,0.46995407
494,495.0,1.2934971,0.83520955,0.45828757
495,496.0,1.0133896,0.48057052,0.53281903
496,497.0,0.93015385,0.44834805,0.48180577
497,498.0,1.570529,1.0266281,0.54390085
498,499.0,1.2587631,0.6669901,0.59177303
499,500.0,1.2409756,0.7245806,0.51639503
500,501.0,0.94012856,0.4640472,0.47608137
501,502.0,1.2852714,0.6715264,0.613745
502,503.0,1.0167438,0.4807508,0.535993
503,504.0,1.039117,0.5305709,0.50854605
504,505.0,1.1247354,0.59042484,0.5343105
505,506.0,1.3265195,0.7253291,0.60119045
506,507.0,1.1487346,0.57592636,0.5728082
507,508.0,1.1264246,0.58411866,0.5423058
508,509.0,1.1411324,0.54319745,0.59793496
509,510.0,0.8815528,0.37746653,0.50408626
510,511.0,1.2323471,0.64090824,0.5914389
511,512.0,0.82911986,0.37189254,0.45722732
512,513.0,1.3852822,0.7391768,0.64610535
513,514.0,1.389773,0.7915256,0.5982474
514,515.0,1.3164482,0.6837287,0.6327196
515,516.0,1.0374463,0.51129776,0.5261485
516,517.0,1.148178,0.6486738,0.49950424
517,518.0,1.1201084,0.5657252,0.5543832
518,519.0,1.0878385,0.591708,0.49613056
519,520.0,1.1444492,0.5958486,0.54860055
520,521.0,1.0344814,0.4876779,0.54680353
521,522.0,0.9258876,0.394966,0.5309216
522,523.0,1.1888748,0.650613,0.53826183
523,524.0,1.1877841,0.6309499,0.55683416
524,525.0,0.948418,0.46277368,0.4856443
525,526.0,1.086396,0.5155813,0.5708147
526,527.0,0.65313065,0.22984888,0.42328176
527,528.0,0.8982409,0.5200797,0.37816128
528,529.0,1.1733298,0.65213764,0.52119225
529,530.0,0.9135876,0.41106558,0.50252205
530,531.0,1.3662168,0.78899974,0.57721704
531,532.0,1.29776,0.7607005,0.53705955
532,533.0,1.1399564,0.653522,0.48643437
533,534.0,1.3499154,0.82550335,0.52441204
534,535.0,1.0964599,0.5769152,0.51954466
535,536.0,1.0645949,0.54983014,0.5147647
536,537.0,0.8376142,0.43621457,0.40139958
537,538.0,1.6244276,1.0154346,0.608993
538,539.0,1.3080736,0.70028186,0.6077918
539,540.0,0.85357976,0.4146054,0.43897435
540,541.0,0.99550354,0.46804896,0.5274546
541,542.0,1.0670717,0.5522708,0.5148009
542,543.0,1.3263223,0.6820784,0.6442439
543,544.0,1.0075399,0.5510698,0.45647007
544,545.0,1.2062216,0.6767578,0.5294637
545,546.0,1.415451,0.7999201,0.615531
546,547.0,0.9309657,0.49513316,0.43583256
547,548.0,0.96879816,0.47087923,0.49791893
548,549.0,1.144763,0.6153617,0.52940124
549,550.0,1.0363989,0.49691844,0.5394804
550,551.0,1.2262263,0.68976426,0.536462
551,552.0,1.0858153,0.5230567,0.5627586
552,553.0,1.1627938,0.6457073,0.51708645
553,554.0,1.1987603,0.62150574,0.5772545
554,555.0,0.8778939,0.40414235,0.4737516
555,556.0,1.1944706,0.7469458,0.44752485
556,557.0,1.2206929,0.5813945,0.6392984
557,558.0,0.9781884,0.43392074,0.54426765
558,559.0,1.1291661,0.58299047,0.5461756
559,560.0,0.9962418,0.5435722,0.4526696
560,561.0,1.2076745,0.62033397,0.58734053
561,562.0,1.1615355,0.6326452,0.52889025
562,563.0,0.9437982,0.43728843,0.5065097
563,564.0,1.0990844,0.5480265,0.5510579
564,565.0,0.9453541,0.488027,0.45732713
565,566.0,0.737278,0.33157635,0.40570164
566,567.0,1.1587703,0.6648261,0.49394423
567,568.0,1.1309565,0.6362656,0.49469095
568,569.0,1.4986765,0.94633263,0.55234396
569,570.0,0.9065301,0.40945628,0.4970738
570,571.0,1.5139618,0.9188917,0.5950701
571,572.0,0.94564337,0.5274097,0.4182337
572,573.0,0.9911035,0.49624395,0.49485952
573,574.0,0.7961277,0.39045227,0.40567538
574,575.0,1.3026202,0.7247506,0.57786965
575,576.0,1.1745236,0.6953883,0.47913527
576,577.0,1.2034087,0.6640391,0.53936964
577,578.0,1.2063997,0.68894,0.51745975
578,579.0,0.91972053,0.43683127,0.48288924
579,580.0,1.4230504,0.8629338,0.56011665
580,581.0,1.2438853,0.79554343,0.4483419
581,582.0,1.2273004,0.64445454,0.5828459
582,583.0,0.7715633,0.35227624,0.41928706
583,584.0,0.87816864,0.45397606,0.42419258
584,585.0,1.0006983,0.50010693,0.50059146
585,586.0,1.2795097,0.730413,0.54909664
586,587.0,1.043166,0.4769849,0.5661811
